error,file,retry_count,rows,status,total_seconds,total_votes
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่16\5ทับ18.pdf,1,10,REVIEW,9.24,585
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่2\5ทับ18(บช).pdf,0,57,PASS,19.535,451
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่2\5ทับ18.pdf,0,10,WARNING,5.821,463
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่3\5ทับ18(บช).pdf,1,57,REVIEW,33.365,660
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่3\5ทับ18.pdf,1,10,REVIEW,10.578,693
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่4\5ทับ18(บช).pdf,1,57,REVIEW,37.837,14262
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่4\5ทับ18.pdf,1,10,REVIEW,8.134,400
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่5\5ทับ18(บช).pdf,1,57,REVIEW,43.438,1019
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่5\5ทับ18.pdf,0,10,PASS,5.613,498
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่6\5ทับ18(บช).pdf,1,56,REVIEW,31.67,407
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่6\5ทับ18.pdf,1,10,REVIEW,43.585,420
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่7\5ทับ18(บช).pdf,1,33,REVIEW,18.79,286
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่7\5ทับ18.pdf,0,10,PASS,3.995,461
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่8\5ทับ18(บช).pdf,1,57,REVIEW,34.267,250
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่8\5ทับ18.pdf,1,10,REVIEW,13.902,308
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่9\5ทับ18(บช).pdf,1,9,REVIEW,8.591,6000
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่9\5ทับ18.pdf,1,10,REVIEW,12.877,714
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,1,57,REVIEW,28.949,594
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,0,10,PASS,6.79,461
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf,1,57,REVIEW,30.556,550
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 10\5ทับ18.pdf,0,10,PASS,4.793,275
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 11\5ทับ18(บช).pdf,1,33,REVIEW,19.108,218
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 11\5ทับ18.pdf,1,10,REVIEW,10.034,264
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 12\5ทับ18(บช).pdf,1,34,REVIEW,23.567,171
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 12\5ทับ18.pdf,0,10,WARNING,7.714,322
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 13\5ทับ18(บช).pdf,1,57,REVIEW,36.519,492
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 13\5ทับ18.pdf,1,10,REVIEW,40.434,536
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 14\5ทับ18(บช).pdf,1,57,REVIEW,36.605,543
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 14\5ทับ18.pdf,0,10,PASS,4.156,289
Missing OCR text: ocr_texts_v2\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 15\5ทับ18(บช)_ocr.txt,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 15\5ทับ18(บช).pdf,,0,FAIL,0.001,
Missing OCR text: ocr_texts_v2\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 15\5ทับ18_ocr.txt,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 15\5ทับ18.pdf,,0,FAIL,0.0,
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 16\5ทับ18(บช).pdf,1,57,REVIEW,24.668,455
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 16\5ทับ18.pdf,0,10,PASS,6.814,398
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 17\5ทับ18(บช).pdf,0,57,WARNING,48.427,371
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 17\5ทับ18.pdf,0,10,WARNING,3.834,385
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 18\5ทับ18(บช).pdf,1,57,REVIEW,23.83,809
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 18\5ทับ18.pdf,1,10,REVIEW,9.038,450
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 19\5ทับ18(บช).pdf,0,57,WARNING,15.341,137
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 19\5ทับ18.pdf,1,34,REVIEW,23.161,45039
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,1,57,REVIEW,34.109,487
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 2\5ทับ18.pdf,1,10,REVIEW,8.689,1064
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 20\5ทับ18(บช).pdf,1,33,REVIEW,19.051,227
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 20\5ทับ18.pdf,0,10,PASS,4.361,312
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 21\5ทับ18(บช).pdf,0,57,PASS,14.913,309
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 21\5ทับ18.pdf,1,10,REVIEW,8.638,357
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 22\5ทับ18(บช).pdf,0,57,WARNING,14.533,273
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 22\5ทับ18.pdf,0,10,PASS,4.036,268
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 23\5ทับ18(บช).pdf,1,57,REVIEW,28.647,131
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 23\5ทับ18.pdf,0,10,WARNING,3.839,272
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 24\5ทับ18(บช).pdf,1,57,REVIEW,31.083,271
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 24\5ทับ18.pdf,1,10,REVIEW,8.661,514
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 25\5ทับ18(บช).pdf,1,57,REVIEW,36.633,552
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 25\5ทับ18.pdf,0,10,WARNING,4.022,284
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 26\5ทับ18(บช).pdf,1,57,REVIEW,30.527,321
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 26\5ทับ18.pdf,0,10,WARNING,4.922,358
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 27\5ทับ18(บช).pdf,1,57,REVIEW,29.587,158
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 27\5ทับ18.pdf,0,10,PASS,3.79,356
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 28\5ทับ18(บช).pdf,1,33,REVIEW,20.876,1015
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 28\5ทับ18.pdf,1,10,REVIEW,10.761,407
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 29\5ทับ18(บช).pdf,1,57,REVIEW,24.467,386
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 29\5ทับ18.pdf,1,10,REVIEW,9.391,340
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,0,57,WARNING,16.704,449
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,1,10,REVIEW,9.542,434
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 30\5ทับ18(บช).pdf,1,57,REVIEW,34.902,395
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 30\5ทับ18.pdf,1,10,REVIEW,10.088,349
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 31\5ทับ18(บช).pdf,0,57,PASS,17.223,361
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 31\5ทับ18.pdf,0,10,PASS,4.886,362
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 32\5ทับ18(บช).pdf,1,57,REVIEW,31.171,342
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 32\5ทับ18.pdf,0,10,PASS,3.698,314
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 33\5ทับ18(บช).pdf,0,57,WARNING,16.027,300
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 33\5ทับ18.pdf,1,10,REVIEW,7.998,324
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 34\5ทับ18(บช).pdf,1,57,PASS,27.002,315
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 34\5ทับ18.pdf,0,10,WARNING,4.616,295
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 35\5ทับ18(บช).pdf,1,57,REVIEW,34.724,1794
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 35\5ทับ18.pdf,0,10,WARNING,3.724,334
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 36\5ทับ18(บช).pdf,0,10,WARNING,3.23,349
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 36\5ทับ18.pdf,0,10,WARNING,3.779,349
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 37\5ทับ18(บช).pdf,0,47,WARNING,11.682,861
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 37\5ทับ18.pdf,1,10,REVIEW,9.86,344
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 38\5ทับ18(บช).pdf,1,23,REVIEW,13.513,616
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 38\5ทับ18.pdf,0,10,PASS,3.952,439
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 39\5ทับ18(บช).pdf,0,57,WARNING,17.97,460
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 39\5ทับ18.pdf,1,10,REVIEW,9.494,340
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,1,33,REVIEW,17.467,287
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,1,10,REVIEW,8.277,343
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 41\5ทับ18(บช).pdf,0,57,WARNING,15.633,415
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 41\5ทับ18.pdf,1,10,REVIEW,8.534,339
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 42\5ทับ18(บช).pdf,1,57,REVIEW,31.331,386
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 42\5ทับ18.pdf,1,10,REVIEW,9.092,418
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 43\5ทับ18(บช).pdf,0,57,WARNING,18.099,408
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 43\5ทับ18.pdf,0,10,PASS,3.972,401
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 44\5ทับ18(บช).pdf,1,57,REVIEW,32.634,154
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 44\5ทับ18.pdf,0,10,WARNING,4.566,317
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 45\5ทับ18(บช).pdf,0,57,WARNING,15.168,338
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 45\5ทับ18.pdf,0,10,PASS,3.951,310
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,0,57,PASS,17.636,229
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,0,10,PASS,5.217,206
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,1,57,REVIEW,22.493,517
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,1,10,REVIEW,10.454,366
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,1,57,WARNING,32.077,311
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,0,10,PASS,4.083,312
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,0,33,WARNING,8.713,350
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,1,10,REVIEW,8.583,452
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 9\5ทับ18(บช).pdf,1,57,REVIEW,24.559,485
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf,0,10,PASS,4.285,320
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ิ 40\5ทับ18(บช).pdf,1,57,REVIEW,31.531,384
,rawData\เขต 2 อ.เมืองฯ\เขตไร่น้อย\เขตไร่น้อย\หน่วยเลือกตั้งที่ิ 40\5ทับ18.pdf,0,10,WARNING,3.937,369
